Norma,Número,Link,Publicación,Descripción
LEY,31087,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201605314&View,06/12/2020,"LEY QUE DEROGA LA LEY 27360, LEY QUE APRUEBA LAS NORMAS DE PROMOCIÓN DEL SECTOR AGRARIO, EL DECRETO DE URGENCIA 043-2019, MODIFICA LA LEY 27360, PARA PROMOVER Y MEJORAR LAS CONDICIONES PARA EL DESARROLLO DE LA ACTIVIDAD AGRARIA"
LEY,31088,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201600659&View,08/12/2020,"LEY QUE MODIFICA LA OCTAVA DISPOSICIÓN COMPLEMENTARIA FINAL DE LA LEY 30512, LEY DE INSTITUTOS Y ESCUELAS DE EDUCACIÓN SUPERIOR Y DE LA CARRERA PÚBLICA DE SUS DOCENTES"
LEY,31089,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201602895&View,12/12/2020,LEY QUE ENFRENTA LAS PRÁCTICAS DE ELUSIÓN DE DERECHOS ANTIDUMPING Y COMPENSATORIOS
RESOLUCION LEGISLATIVA,31090,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201602809&View,17/12/2020,RESOLUCIÓN LEGISLATIVA QUE APRUEBA LA CONVENCIÓN INTERAMERICANA SOBRE LA PROTECCIÓN DE LOS DERECHOS HUMANOS DE LAS PERSONAS MAYORES
LEY,31091,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201605905&View,18/12/2020,LEY QUE GARANTIZA EL ACCESO AL TRATAMIENTO PREVENTIVO Y CURATIVO DE LA ENFERMEDAD POR CORONAVIRUS SARS-COV-2 Y DE OTRAS ENFERMEDADES QUE DAN ORIGEN A EMERGENCIAS SANITARIAS NACIONALES Y OTRAS PANDEMIAS DECLARADAS POR LA ORGANIZACIÓN MUNDIAL DE LA SALUD
LEY,31092,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201602626&View,19/12/2020,LEY DE CREACIÓN DEL DISTRITO DE LAMBRAS EN LA PROVINCIA DE TAYACAJA DEL DEPARTAMENTO DE HUANCAVELICA
LEY,31093,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201605710&View,19/12/2020,LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA CREACIÓN DEL DISTRITO DE PACANGUILLA
LEY,31094,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201604260&View,19/12/2020,LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA CREACIÓN DEL DISTRITO DE SANTA LUCÍA
LEY,31095,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201600446&View,19/12/2020,LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA CREACIÓN DEL DISTRITO EL RON
LEY,31096,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201601170&View,24/12/2020,"LEY QUE PRECISA LOS ALCANCES DE LA LEY 28972, LEY QUE ESTABLECE LA FORMALIZACIÓN DEL TRANSPORTE TERRESTRE DE PASAJEROS EN AUTOMÓVILES COLECTIVOS"
LEY,31097,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201603469&View,29/12/2020,LEY DE REFORMA DEL ARTÍCULO 16 DE LA CONSTITUCIÓN POLÍTICA DEL PERÚ CON EL FIN DE FORTALECER EL SECTOR EDUCACIÓN
RESOLUCION LEGISLATIVA,31098,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201606267&View,29/12/2020,RESOLUCIÓN LEGISLATIVA QUE APRUEBA EL CONVENIO ENTRE LA REPÚBLICA DEL PERÚ Y JAPÓN PARA EVITAR LA DOBLE TRIBUTACIÓN EN RELACIÓN CON LOS IMPUESTOS SOBRE LA RENTA Y PARA PREVENIR LA EVASIÓN Y LA ELUSIÓN FISCAL Y SU PROTOCOLO
RESOLUCION LEGISLATIVA,31099,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201605721&View,29/12/2020,"RESOLUCIÓN LEGISLATIVA UE APRUEBA EL ACUERDO COMERCIAL ENTRE EL REINO UNIDO DE GRAN BRETAÑA E IRLANDA DEL NORTE, POR UNA PARTE Y LA REPÚBLICA DE COLOMBIA, LA REPÚBLICA DE ECUADOR Y LA REPÚBLICA DEL PERÚ"
LEY,31100,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201606173&View,30/12/2020,"LEY QUE DECLARA EL 6 DE DICIEMBRE DE CADA AÑO COMO EL DÍA NACIONAL DE LA BATALLA DE PASCO, CON MOTIVO DE CONMEMORAR EL TRIUNFO EN LA BATALLA DE 1820"
LEY,31101,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201602005&View,30/12/2020,LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA CREACIÓN DEL DISTRITO DE UTAO
RESOLUCION LEGISLATIVA,31102,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201606747&View,30/12/2020,RESOLUCIÓN LEGISLATIVA QUE AUTORIZA EL INGRESO DE PERSONAL MILITAR AL TERRITORIO DE LA REPÚBLICA DEL PERÚ
LEY,31103,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201605525&View,30/12/2020,LEY QUE DECLARA DE INTERÉS NACIONAL LA REACTIVACIÓN DEL SECTOR TURISMO Y ESTABLECE MEDIDAS PARA SU DESARROLLO SOSTENIBLE
LEY,31104,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201606807&View,31/12/2020,"LEY QUE ESTABLECE MEDIDAS EXCEPCIONALES EN MATERIA DEL IMPUESTO TEMPORAL A LOS ACTIVOS NETOS, MODIFICA EL DECRETO LEGISLATIVO N° 1275, DECRETO LEGISLATIVO QUE APRUEBA EL MARCO DE LA RESPONSABILIDAD Y TRANSPARENCIA FISCAL DE LOS GOBIERNOS REGIONALES Y GOBIERNOS LOCALES Y MODIFICA EL DECRETO LEGISLATIVO N° 1508, DECRETO LEGISLATIVO QUE CREA EL PROGRAMA DE GARANTÍA DEL GOBIERNO NACIONAL A LA CARTERA CREDITICIA DE LAS EMPRESAS DEL SISTEMA FINANCIERO"
LEY,31105,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201606806&View,31/12/2020,LEY QUE PRORROGA LA VIGENCIA DE BENEFICIOS Y EXONERACIONES TRIBUTARIAS
LEY,31106,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201606805&View,31/12/2020,LEY QUE PRORROGA LA VIGENCIA DE LAS EXONERACIONES CONTENIDAS EN EL ARTÍCULO 19 DEL TEXTO ÚNICO ORDENADO DE LA LEY DEL IMPUESTO A LA RENTA
LEY,31107,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201606808&View,31/12/2020,"LEY QUE MODIFICA EL DECRETO LEGISLATIVO 1488, DECRETO LEGISLATIVO QUE ESTABLECE UN RÉGIMEN ESPECIAL DE DEPRECIACIÓN Y MODIFICA PLAZOS DE DEPRECIACIÓN"
LEY,31108,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201606809&View,31/12/2020,LEY QUE MODIFICA LA LEY DEL IMPUESTO A LA RENTA
LEY,31109,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201606776&View,31/12/2020,LEY QUE AUTORIZA TRANSFERENCIAS FINANCIERAS Y OTRAS MEDIDAS ADMINISTRATIVAS Y PRESUPUESTARIAS PARA LA EJECUCIÓN DEL PROYECTO ESPECIAL BICENTENARIO DE LA INDEPENDENCIA DEL PERÚ
LEY,31110,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201606821&View,31/12/2020,"LEY DEL RÉGIMEN LABORAL AGRARIO Y DE INCENTIVOS PARA EL SECTOR AGRARIO Y RIEGO, AGROEXPORTADOR Y AGROINDUSTRIAL"
LEY,31111,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201605622&View,06/01/2021,"LEY QUE MODIFICA LA LEY 29811, LEY QUE ESTABLECE LA MORATORIA AL INGRESO Y PRODUCCIÓN DE ORGANISMOS VIVOS MODIFICADOS AL TERRITORIO NACIONAL POR UN PERÍODO DE 15 AÑOS, A FIN DE ESTABLECER LA MORATORIA HASTA EL 31 DE DICIEMBRE DE 2035"
LEY,31112,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201600353&View,07/01/2021,LEY QUE ESTABLECE EL CONTROL PREVIO DE OPERACIONES DE CONCENTRACIÓN EMPRESARIAL
LEY,31113,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201605591&View,21/01/2021,"LEY QUE REGULA, AUTORIZA, ASEGURA Y GARANTIZA EL USO DEL OXÍGENO MEDICINAL EN LOS ESTABLECIMIENTOS DE SALUD PÚBLICOS Y PRIVADOS A NIVEL NACIONAL"
LEY,31114,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201606649&View,23/01/2021,"LEY QUE DEROGA EL DECRETO DE URGENCIA 014-2020, DECRETO DE URGENCIA QUE REGULA DISPOSICIONES GENERALES NECESARIAS PARA LA NEGOCIACIÓN COLECTIVA EN EL SECTOR PÚBLICO"
LEY,31115,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201606661&View,23/01/2021,"LEY QUE DEROGA LOS ARTÍCULOS 2, 3, 4, 13, LA CUARTA DISPOSICIÓN COMPLEMENTARIA FINAL Y LA ÚNICA DISPOSICIÓN DEROGATORIA DEL DECRETO DE URGENCIA 016-2020, DECRETO DE URGENCIA QUE ESTABLECE MEDIDAS EN MATERIA DE LOS RECURSOS HUMANOS DEL SECTOR PÚBLICO"
RESOLUCION LEGISLATIVA,31116,,28/01/2021,"RESOLUCIÓN LEGISLATIVA QUE CONCEDE PENSIÓN DE GRACIA A DON HONORATO ONCEBAY CORAS, RECONOCIDO MAESTRO EN EL ARTE DEL TEJIDO A TELAR"
LEY,31117,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201604208&View,30/01/2021,"LEY QUE INCORPORA Y MODIFICA ARTÍCULOS DEL DECRETO LEGISLATIVO 822, LEY SOBRE EL DERECHO DE AUTOR, PARA IMPLEMENTAR EL TRATADO DE MARRAKECH Y FACILITAR EL ACCESO A OBRAS PUBLICADAS A LAS PERSONAS CIEGAS, CON DISCAPACIDAD VISUAL O CON OTRAS DIFICULTADES PARA ACCEDER AL TEXTO EMPRESO"
LEY,31118,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201604475&View,06/02/2021,LEY DE REFORMA CONSTITUCIONAL QUE ELIMINA LA INMUNIDAD PARLAMENTARIA
LEY,31119,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201600923&View,06/02/2021,"LEY QUE MODIFICA LOS ARTÍCULOS 3 Y 6 DE LA LEY 28592, LEY QUE CREA EL PLAN INTEGRAL DE REPARACIONES - PIR"
LEY,31120,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201605056&View,07/02/2021,LEY QUE REGULA LA CUENTA DOCUMENTO NACIONAL DE IDENTIDAD (CUENTA-DNI)
LEY,31121,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201602059&View,09/02/2021,LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA CREACIÓN DEL DISTRITO DE SANTIAGO DE LLACÓN
LEY,31122,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201603466&View,10/02/2021,"LEY DE REFORMA CONSTITUCIONAL QUE HABILITA EL DOBLE EMPLEO O CARGO PÚBLICO REMUNERADO DEL PERSONAL MÉDICO ESPECIALIZADO O ASISTENCIAL DE SALUD, EN CASOS DE EMERGENCIA SANITARIA"
LEY,31123,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201605357&View,10/02/2021,"LEY QUE DECLARA DE NECESIDAD E INTERÉS NACIONAL PRIORIZAR COMO POLÍTICA DE ESTADO EL FORTALECIMIENTO Y DESARROLLO DE LOS SERVICIOS DE PROMOCIÓN, PREVENCIÓN, TRATAMIENTO Y RECUPERACIÓN DE LA SALUD MENTAL"
LEY,31124,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201605119&View,17/02/2021,"LEY QUE MODIFICA EL DECRETO LEGISLATIVO 1126, DECRETO LEGISLATIVO QUE ESTABLECE MEDIDAS DE CONTROL EN LOS INSUMOS QUÍMICOS Y PRODUCTOS FISCALIZADOS, MAQUINARIAS Y EQUIPOS UTILIZADOS PARA LA ELABORACIÓN DE DROGAS ILÍCITAS, A FIN DE FORTALECER LA LUCHA CONTRA EL CRIMEN"
LEY,31125,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201604927&View,19/02/2021,LEY QUE DECLARA EN EMERGENCIA EL SISTEMA NACIONAL DE SALUD Y REGULA SU PROCESO DE REFORMA
LEY,31126,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201603803&View,19/02/2021,"LEY QUE MODIFICA LA LEY 27972, LEY ORGÁNICA DE MUNICIPALIDADES, Y LA LEY 29792, LEY DE CREACIÓN, ORGANIZACIÓN Y FUNCIONES DEL MINISTERIO DE DESARROLLO E INCLUSIÓN SOCIAL, PARA AMPLIAR EL APOYO O ATENCIÓN ALIMENTARIA TEMPORAL ANTE DESASTRES NATURALES O EMERGENCIA SANITARIA Y OPTIMIZAR LA LABOR DE LOS COMEDORES POPULARES"
LEY,31127,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201605774&View,02/03/2021,"LEY QUE DECLARA DE NECESIDAD PÚBLICA Y PREFERENTE INTERÉS NACIONAL EL AFIANZAMIENTO DEL SISTEMA HIDRÁULICO TINAJONES, EN EL DEPARTAMENTO DE LAMBAYEQUE"
LEY,31128,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201606781&View,04/03/2021,LEY DE CREACIÓN DEL DISTRITO DE SANTA LUCÍA EN LA PROVINCIA DE TOCACHE DEL DEPARTAMENTO DE SAN MARTIN
LEY,31129,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201604892&View,04/03/2021,"LEY QUE RECONOCE EL TRABAJO DE LOS SERVIDORES PÚBLICOS EN EL ÁMBITO DE LA SALUD, EN EL MARCO DE LA EMERGENCIA NACIONAL POR LAS GRAVES CIRCUNSTANCIAS QUE AFECTAN LA VIDA Y LA SALUD DE LA NACIÓN A CONSECUENCIA DEL BROTE DEL COVID-19"
LEY,31130,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201602671&View,05/03/2021,LEY DE CREACIÓN DEL DISTRITO DE UNIÓN PROGRESO EN LA PROVINCIA DE LA MAR DEL DEPARTAMENTO DE AYACUCHO
LEY,31131,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201601455&View,09/03/2021,LEY QUE ESTABLECE DISPOSICIONES PARA ERRADICAR LA DISCRIMINACIÓN EN LOS REGÍMENES LABORALES DEL SECTOR PÚBLICO
LEY,31132,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201602628&View,09/03/2021,LEY DE CREACIÓN DEL DISTRITO DE COCHABAMBA EN LA PROVINCIA DE TAYACAJA DEL DEPARTAMENTO DE HUANCAVELICA
LEY,31133,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201606783&View,09/03/2021,LEY DE CREACIÓN DEL DISTRITO DE HUIPOCA EN LA PROVINCIA DE PADRE ABAD DEL DEPARTAMENTO DE UCAYALI
LEY,31134,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201602667&View,09/03/2021,LEY DE CREACIÓN DEL DISTRITO DE PUTIS EN LA PROVINCIA DE HUANTA DEL DEPARTAMENTO DE AYACUCHO
LEY,31135,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201602666&View,09/03/2021,LEY DE CREACIÓN DEL DISTRITO DE RÍO MAGDALENA EN LA PROVINCIA DE LA MAR DEL DEPARTAMENTO DE AYACUCHO
LEY,31136,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201602286&View,09/03/2021,"LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA CREACIÓN DEL DISTRITO SAN MIGUEL, EN LA PROVINCIA DE PISCO, DEPARTAMENTO DE ICA"
LEY,31137,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201602672&View,16/03/2021,LEY DE CREACIÓN DEL DISTRITO DE NINABAMBA EN LA PROVINCIA DE LA MAR DEL DEPARTAMENTO DE AYACUCHO.
LEY,31138,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201602673&View,16/03/2021,LEY DE CREACIÓN DEL DISTRITO DE PATIBAMBA EN LA PROVINCIA DE LA MAR DEL DEPARTAMENTO DE AYACUCHO.
LEY,31139,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201604746&View,17/03/2021,"LEY QUE MODIFICA LA LEY 28939, LEY QUE APRUEBA CRÉDITO SUPLEMENTARIO Y TRANSFERENCIA DE PARTIDAS EN EL PRESUPUESTO DEL SECTOR PÚBLICO PARA EL AÑO FISCAL 2006, DISPONE LA CREACIÓN DE FONDOS Y DICTA OTRAS MEDIDAS, Y LA LEY 29148, LEY QUE ESTABLECE LA IMPLEMENTACIÓN Y EL FUNCIONAMIENTO DEL FONDO DE GARANTÍA PARA EL CAMPO Y DEL SEGURO AGROPECUARIO, A FIN DE DICTAR DISPOSICIONES REFERIDAS AL FONDO DE GARANTÍA PARA EL CAMPO Y DEL SEGURO AGRARIO"
LEY,31140,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201605510&View,17/03/2021,"LEY QUE MODIFICA LA LEY 27783, LEY DE BASES DE LA DESCENTRALIZACIÓN, PRECISANDO EL ÁMBITO TERRITORIAL DE COMPETENCIAS DE NIVEL REGIONAL EN EL DEPARTAMENTO DE LIMA"
LEY,31141,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201606277&View,18/03/2021,LEY DE CREACIÓN DEL DISTRITO DE BOQUERÓN EN LA PROVINCIA DE PADRE ABAD DEL DEPARTAMENTO DE UCAYALI
LEY,31142,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201602663&View,18/03/2021,LEY DE CREACIÓN DEL DISTRITO DE KUMPIRUSHIATO EN LA PROVINCIA DE LA CONVENCIÓN DEL DEPARTAMENTO DE CUSCO
LEY,31143,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201605250&View,18/03/2021,LEY QUE PROTEGE DE LA USURA A LOS CONSUMIDORES DE LOS SERVICIOS FINANCIEROS
LEY,31144,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201605844&View,25/03/2021,"LEY QUE DECLARA DE NECESIDAD PÚBLICA E INTERÉS NACIONAL LA EJECUCIÓN DEL PROYECTO MEJORAMIENTO DE LA CARRETERA CARHUAZ - CAPILLAPAMPA - PUEBLO VIEJO - TAMBRA - COCHABAMBA - PARIACOTO EN EL ÁMBITO DE LAS PROVINCIAS DE CARHUAZ, HUARAZ Y YUNGAY EN EL DEPARTAMENTO DE ANCHASH"
LEY,31145,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201603911&View,27/03/2021,LEY DE SANEAMIENTO FÍSICO-LEGAL Y FORMALIZACIÓN DE PREDIOS RURALES A CARGO DE LOS GOBIERNOS REGIONALES
LEY,31146,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201602481&View,30/03/2021,"LEY QUE MODIFICA EL CÓDIGO PENAL, EL CÓDIGO PROCESAL PENAL Y LA LEY 28950, LEY CONTRA LA TRATA DE PERSONAS Y EL TRÁFICO ILÍCITO DE MIGRANTES, CON LA FINALIDAD DE SISTEMATIZAR LOS ARTÍCULOS REFERIDOS A LOS DELITOS DE TRATA DE PERSONAS Y DE EXPLOTACIÓN, Y CONSIDERAR ESTOS COMO DELITOS CONTRA LA DIGNIDAD HUMANA"
LEY,31147,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201602185&View,30/03/2021,LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA CREACIÓN DEL DISTRITO DE TAMBOGÁN
LEY,31148,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201605797&View,31/03/2021,"LEY QUE PROMUEVE Y GARANTIZA EL MANEJO DE LA HIGIENE MENSTRUAL DE NIÑAS, ADOLESCENTES Y MUJERES VULNERABLES"
LEY,31149,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201605297&View,31/03/2021,"LEY QUE MODIFICA LOS ARTÍCULOS 9 Y 18 DEL DECRETO LEGISLATIVO 688, LEY DE CONSOLIDACIÓN DE BENEFICIOS SOCIALES, A FIN DE MANTENER VIGENTE EL SEGURO DE VIDA LEY AL CESE DE LA RELACIÓN LABORAL A CARGO DEL EXTRABAJADOR"
LEY,31150,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201606012&View,31/03/2021,LEY QUE DECLARA DE PREFERENTE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA REHABILITACIÓN Y MEJORAMIENTO DE LA CARRETERA OXAPAMPA-POZUZO
LEY,31151,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201600571&View,31/03/2021,LEY DE TRABAJO DEL PROFESIONAL DE LA SALUD MÉDICO VETERINARIO
LEY,31152,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201605933&View,01/04/2021,"LEY QUE MODIFICA EL INCISO E) DEL ARTÍCULO 29 DEL TEXTO ÚNICO ORDENADO DEL DECRETO LEGISLATIVO 728, LEY DE PRODUCTIVIDAD Y COMPETITIVIDAD LABORAL, APROBADO POR DECRETO SUPREMO 003-97-TR"
LEY,31153,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201600223&View,06/04/2021,LEY QUE PROMUEVE LA INSERCIÓN LABORAL DE LAS MUJERES VÍCTIMAS DE TODA FORMA DE VIOLENCIA EN LOS PROGRAMAS QUE EJECUTAN LAS ENTIDADES DE LA ADMINISTRACIÓN PÚBLICA
LEY,31154,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201604880&View,07/04/2021,"LEY QUE MODIFICA EL ARTÍCULO 3 DEL DECRETO LEGISLATIVO 1304, DECRETO LEGISLATIVO QUE APRUEBA LA LEY DE ETIQUETADO Y VERIFICACIÓN DE LOS REGLAMENTOS TÉCNICOS DE LOS PRODUCTOS INDUSTRIALES MANUFACTURADOS, PARA CONSIGNAR PAÍS DE ORIGEN EN LA INFORMACIÓN DEL ETIQUETADO DE LOS PRODUCTOS ALIMENTICIOS ENVASADOS O CON PROCESADO PRIMARIO"
LEY,31155,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201600673&View,07/04/2021,LEY QUE PREVIENE Y SANCIONA EL ACOSO CONTRA LAS MUJERES EN LA VIDA POLÍTICA
LEY,31156,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201605870&View,07/04/2021,"LEY QUE MODIFICA EL ARTÍCULO 15 DE LA LEY 30364, LEY PARA PREVENIR, SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR, HABILITANDO PERMANENTEMENTE EL USO DE CANALES TECNOLÓGICOS PARA DENUNCIAR HECHOS DE VIOLENCIA"
RESOLUCION LEGISLATIVA,31157,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201603233&View,07/04/2021,"RESOLUCIÓN LEGISLATIVA QUE CONCEDE PENSIÓN DE GRACIA A DON JUAN AROTINCO PUCHURI, POR SU DESTACADA LABOR COMO DANZANTE DE TIJERAS"
RESOLUCION LEGISLATIVA,31158,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201603236&View,07/04/2021,"RESOLUCIÓN LEGISLATIVA QUE CONCEDE PENSIÓN DE GRACIA A DON EPIFANIO POMAYLLI TUMAYRO, POR SU DESTACADA LABOR COMO ARPISTA"
